ID,sex,age,max_rating,current_rating,hours_in_game,games_week,pas01,pas02,pas03,pas04,pas05,pas06,pas07,pas08,pas09,rel01,rel02,rel03,rel04,rel05,rel06,rel07,rel08,rel09,rel10,rel11,rel12,rel13,heroes_3,age_group,pas_total
142,М,21,3050,2970,1600,6-10 игр (пару дней в неделю стабильно-дота),2,1,2,4,1,2,3,3,4,4,2,4,2,2,5,3,3,4,4,2,4,4,"Witch doctor, 72 игры, 54%; Lich, 64 игры, 57%; Crystal maiden, 25 игр, 24%",21-29 лет,22
143,М,21,3500,3100,4000,6-10 игр (пару дней в неделю стабильно-дота),2,1,2,2,1,1,3,2,2,3,2,1,1,1,3,3,3,2,3,2,2,3,"Феникс, 458 игр, 63% 
Энигма, 150 игр, 68%
Блудсикер, 61 игра, 65%",21-29 лет,16
144,М,16,3000,2900,2000,20-30 игр (каждый день по несколько игр),2,1,1,5,1,3,2,3,3,5,2,2,1,5,5,3,2,4,4,3,5,2,Вокер 326 56% Сф 108 53% пудж 73 62%,17 лет или младше,21
146,М,17,1180,1100,350,11-20 игр (почти каждый день по несколько игр),1,4,3,4,3,2,2,4,3,4,2,3,2,5,4,4,3,4,3,1,3,2,"(шадов шаман, 95 игры,  53%), (огр маг 48 игры, 45%), (бейн, 43 игры, 69%). Но щас не играю на шадов шамане и огре , играю на 5 на бейне и дизрапторе (дизраптор 43 игры, 62%)",17 лет или младше,26
147,М,19,3800,3700,4000,20-30 игр (каждый день по несколько игр),2,5,4,4,3,5,1,4,3,2,5,4,4,5,4,1,3,5,1,2,5,5,"Инвокер, 532 игры, 51%; Сф, 290 игр, 54%; Тинкер, 230 игр, 56,5%",18-20 лет,31
151,М,19,2220,2220,2572,11-20 игр (почти каждый день по несколько игр),4,2,2,2,1,4,4,2,4,4,3,5,2,2,5,3,3,5,5,5,4,5,"Акс, 175, 62%; Огр маг, 113, 50%; Клок, 93, 52%.",18-20 лет,25
152,М,14,1800,1800,1000,11-20 игр (почти каждый день по несколько игр),1,4,3,4,5,2,1,3,5,5,2,2,2,1,5,1,3,3,5,1,3,5,"Макака,300,65%",17 лет или младше,28
153,М,19,1500,1110,1600,1-5 игр (по выходным чисто пару каток),1,2,5,3,1,4,3,2,4,4,5,1,1,2,3,3,3,4,4,4,4,4,"Pudge, 97 игры, 57.73%
Ogre Magi, 74 игры, 62.16%
Huskar, 55 игр 54.55%",18-20 лет,25
154,М,14,2470,2260,4200,20-30 игр (каждый день по несколько игр),3,4,4,5,2,5,2,2,3,4,2,2,1,5,4,2,1,2,2,1,2,1,"Лион,83 игры,57,8%.Фантомка,47 игр.57,4,пудж,45 игр, 60%",17 лет или младше,30
155,Ж,22,4600,2300,6000,11-20 игр (почти каждый день по несколько игр),4,3,4,3,1,1,1,3,3,4,3,1,1,4,4,3,4,4,5,5,2,3,"CM 496 игр, 60,5% ; WR 382 игры, 48,7% ; Lina 381 игра, 46,5%",21-29 лет,23
156,М,17,1670,1670,1540,11-20 игр (почти каждый день по несколько игр),3,4,3,2,4,1,4,1,3,3,5,1,1,4,4,2,1,2,3,1,3,4,"ОД, 93 игры, 68%
Пудж, 41 игра, 65% 
Джаггернаут,  27 игр, 70%",17 лет или младше,25
157,М,14,1340,1310,1300,20-30 игр (каждый день по несколько игр),2,4,1,5,1,1,2,2,5,5,3,3,3,2,5,1,3,5,4,3,2,3,Течис 143 60.84; Мирана 75 62.67; Рубик 58 60.34,17 лет или младше,23
158,М,26,3000,1700,7000,1-5 игр (по выходным чисто пару каток),2,1,1,4,1,1,5,5,1,4,3,1,1,1,3,5,3,5,3,3,2,4,"Wraith King - 313, 60% . 
Ancient Apparition - 166, 64% .
Abaddon - 219, 63% .",21-29 лет,21
159,М,18,2830,2500,4200,6-10 игр (пару дней в неделю стабильно-дота),2,2,3,4,4,3,2,3,1,4,2,2,1,4,4,3,2,1,4,2,2,1,"Джакиро 387 игр 62% (я батя васяна если че)), Лион 70 игр 54%, кентавр 74 игры 55.4%, фея 45 игр 68%",18-20 лет,24
160,М,25,4000,3400,350,6-10 игр (пару дней в неделю стабильно-дота),2,2,2,4,1,2,2,2,1,4,2,2,1,4,4,2,2,2,2,2,2,2,"Void spirit 140игр , 57 винрейт, лиорик 60 игр, 60 винрейт, кентавр 40 игр, 58 винрейт",21-29 лет,18
161,М,17,1900,1670,3000,"Больше 50 игр (хочу быть как ILTW, тренируюсь каждый день нон-стоп)",1,3,5,2,3,1,1,3,1,3,5,1,1,1,3,3,1,2,4,1,2,4,"падж, 219 игр, 53.88%; фурион, 91 игра, 56%; леорик, 88 игр, 53%. это именно ранкед, а так играю в турбо под пыво",17 лет или младше,20
162,М,18,230,100,333,Больше 30 игр (по много пабликов каждый день),1,4,3,4,1,2,1,3,1,4,1,1,1,1,4,5,3,5,1,5,2,2,"ВРОЧКА МОЯ ЛЮБИМАЯ (WindRanger), 153 игр, 43,8%
Разор (razor), 23 игры, 39,1%
Сало (салинсер), 15 игр, 86,7%",18-20 лет,20
165,М,17,2700,2400,500,6-10 игр (пару дней в неделю стабильно-дота),1,1,2,4,2,4,4,4,3,4,3,2,4,2,3,3,3,4,3,3,4,4,"Лич 62 игры, 50%; Гримстрок 56 игр, 53%; Джакиро 113 игр, 51%.",17 лет или младше,25
166,Ж,21,2700,2500,3500,6-10 игр (пару дней в неделю стабильно-дота),1,1,2,3,1,3,5,2,5,3,5,1,1,3,4,1,1,5,3,5,3,3,"Вр, 601 игр, 53%
Мирана, 293 игры, 54%;  
Белка, 243 игр, 50%;",21-29 лет,23
167,М,23,3830,3730,5000,6-10 игр (пару дней в неделю стабильно-дота),2,2,2,3,2,2,2,2,4,3,3,4,2,5,4,4,3,4,3,4,3,2,"Клинкз(174 игры, 59,77%) Легион(92 игры ,50 %) Тинкер( 59 игр ,45,76 %)",21-29 лет,21
169,М,19,2300,1840,2800,1-5 игр (по выходным чисто пару каток),1,1,1,3,1,2,3,5,1,3,3,3,1,1,3,2,2,2,1,3,3,1,"Сларк, 118 игр, 46%, Пудж, 86 игр, 53%, Антимаг, 68 игр, 38%",18-20 лет,18
170,М,22,3500,3300,3000,"Больше 50 игр (хочу быть как ILTW, тренируюсь каждый день нон-стоп)",3,4,5,4,1,2,3,5,4,4,1,5,5,4,5,5,5,4,3,4,5,2,"од, 1300 игр, 57%. вивер 400 игр, 52%. пл 200 игр, 60%",21-29 лет,31
171,М,20,4600,3900,3000,1-5 игр (по выходным чисто пару каток),1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,3,3,1,3,3,3,3,"Пудж, 450 игр, 60%",18-20 лет,13
173,М,19,2660,2470,2300,11-20 игр (почти каждый день по несколько игр),2,2,2,5,3,3,2,4,4,5,2,1,1,4,4,3,2,4,4,2,1,4,"найт сталкер 278 игр, 61%, бх 104 игры, 54%, дум 90 игр, 59%",18-20 лет,27
174,М,16,940,940,631,11-20 игр (почти каждый день по несколько игр),1,1,1,4,2,1,3,1,1,4,2,1,2,4,3,2,3,4,3,1,2,3,"Фантом лансер, 89 игр, 64% ; Антимаг, 32 игры, 59%; Рики, 24 игры, 67%",17 лет или младше,15
175,М,21,4150,3040,5000,11-20 игр (почти каждый день по несколько игр),2,3,3,3,2,2,1,4,1,5,5,1,1,5,5,3,3,5,4,1,1,2,"Инвокер, 550 игр, 55%, Мортра, 270 игр, 62%, Зевс, 180 игр, 62%",21-29 лет,21
176,М,15,560,440,600,20-30 игр (каждый день по несколько игр),1,1,2,4,2,1,3,3,1,5,2,1,1,5,3,2,2,3,3,2,4,2,"Дазл 25 игр 64%, ЦМ 20 игр 50%, Фура 13 игр 54% (обычно играю в турбо так что статистика вялая)",17 лет или младше,18
177,М,14,2350,1880,1600,11-20 игр (почти каждый день по несколько игр),2,3,2,3,2,3,5,5,5,3,4,1,1,5,4,1,2,2,5,2,5,5,"Тинкер, 196 игр, 63%; Шторм, 31 игра, 51%; Течис, 63 игры, 31%",17 лет или младше,30
178,М,20,3000,2800,8000,1-5 игр (по выходным чисто пару каток),1,1,1,5,1,1,1,3,1,5,1,1,2,1,5,4,2,2,4,3,2,2,"Морф,  56 игр, 67%. Шторм, 34 игры, 53%. Джагер, 30 игр, 56%",18-20 лет,15
179,М,17,3210,2810,1400,11-20 игр (почти каждый день по несколько игр),2,1,4,2,1,1,5,4,2,2,5,4,1,2,2,2,2,4,2,2,2,5,"Сларк 153 73.3%
Спектра 103 61.2%
Энигма 86 44.2%",17 лет или младше,22
180,М,19,4500,2000,1800,11-20 игр (почти каждый день по несколько игр),1,4,3,3,2,4,2,1,4,4,4,1,2,4,4,4,4,5,3,3,3,4,"[Рики, 75 игр, 66,67%]; [Рубик, 46 игр, 47.83%]; [Пангальер, 38 игр, 57,89%];",18-20 лет,24
182,М,20,5300,4700,3400,11-20 игр (почти каждый день по несколько игр),1,4,2,3,1,3,2,5,1,5,3,1,1,5,5,3,3,4,1,5,3,2,"ВР, 450+- игры, 52-54%, Инвокер, 400+- игры, 49-51%, Мирана, 250+- игры, 53-56%",18-20 лет,22
183,М,14,360,360,450,6-10 игр (пару дней в неделю стабильно-дота),1,3,3,3,2,1,2,3,2,3,3,4,1,2,4,1,2,4,5,1,3,2,"Drow Ranger 22 игры, 59.09%; Pugna 21 игра, 38.10%; Venomancer 19 игр, 47.37%",17 лет или младше,20
184,М,18,3100,2900,6000,6-10 игр (пару дней в неделю стабильно-дота),2,1,2,4,3,2,4,4,2,5,1,2,1,5,5,1,1,5,3,4,4,5,"земеля, 141, 52%, инвокер, 107, 51%, сало, 94, 54%",18-20 лет,24
185,М,19,4500,4000,1800,11-20 игр (почти каждый день по несколько игр),2,3,1,3,2,1,3,4,5,4,3,1,1,4,4,2,2,4,4,2,1,4,"OD(194 игры, 69%), Slardar(110 игр, 77%), PA(98 игр, 67%)",18-20 лет,24
187,М,24,2800,2200,5000,Больше 30 игр (по много пабликов каждый день),2,3,3,5,2,3,1,4,2,4,1,5,3,5,5,3,2,3,3,5,4,1,"Морф, 211 игр, 53%. Сларк, 112 игр, 41%. Cпектра ,78игр, 59%.",21-29 лет,25
189,М,28,3500,2800,10000,6-10 игр (пару дней в неделю стабильно-дота),1,2,2,3,2,5,5,5,4,4,4,1,1,1,5,1,3,3,1,5,3,1,"Axe   508    58.07%    
Clinkz   318   66.04%
Huskar   202    63.37%
добавлю еще 1 перса тк это все коры были
Lich
152
58.55%",21-29 лет,29
191,М,16,2600,2400,1700,11-20 игр (почти каждый день по несколько игр),1,1,2,5,1,2,5,4,4,5,1,1,1,3,3,2,1,5,3,4,4,5,Huskar (77игр 55%) Legion Commander (40игр 52%) Phantom Assassin (31игра 48%),17 лет или младше,25
192,М,16,1900,1700,2000,20-30 игр (каждый день по несколько игр),3,3,2,5,3,4,3,5,4,5,1,1,2,5,5,3,2,3,3,3,1,3,"(спектра, 150 игр 61%) (феникс, 100 игр, 55%) (террорблейд, 70 игр, 63%)",17 лет или младше,32
193,М,19,2200,1290,1800,6-10 игр (пару дней в неделю стабильно-дота),2,2,3,3,2,3,4,1,2,4,3,2,1,3,4,1,1,2,2,2,2,3,"Пудж 55%, Инвокер 40%, снайпер 70%",18-20 лет,22
196,М,16,1500,750,700,6-10 игр (пару дней в неделю стабильно-дота),3,3,2,5,4,5,5,5,3,5,2,1,1,5,5,1,3,4,5,4,2,4,"MK, Матчи 32, 56.25%
Ланая,матчи 30 57.14%
Морф,матчи 28 50.9%",17 лет или младше,35
198,М,23,3100,2350,4000,11-20 игр (почти каждый день по несколько игр),1,2,1,5,1,1,2,2,2,5,2,1,1,5,3,1,1,2,4,2,2,1,"Witch doctor, 129 игр, 63.6%, Cristal maiden, 101 игра, 61.4%, Lich, 95 игр, 57.9%",21-29 лет,17
199,Ж,19,1730,1550,1150,20-30 игр (каждый день по несколько игр),1,4,4,4,1,3,3,5,5,5,1,1,1,4,5,4,3,3,2,2,4,3,"Lich, 69, 73.9%
Lion, 66, 51.5%
Underlord, 51, 68.6%",18-20 лет,30
203,М,18,2200,2000,2500,11-20 игр (почти каждый день по несколько игр),2,3,2,3,2,2,4,5,4,4,3,1,1,5,5,2,2,4,3,4,4,3,"Сэнд кинг, 186, 54,8%; бладсикер, 101, 52,5%; андерлорд, 84, 59,5%.",18-20 лет,27
206,М,15,0,0,500,11-20 игр (почти каждый день по несколько игр),3,4,4,3,3,4,2,4,3,3,3,5,1,4,3,4,3,4,3,3,4,1,"цк ~40игр 70%, дк ~40игр, 60%, пл ~50 игр 46%",17 лет или младше,30
207,М,18,5570,4900,4000,6-10 игр (пару дней в неделю стабильно-дота),1,3,4,4,2,5,1,5,1,1,3,1,1,5,1,5,5,5,4,1,1,1,"(Ogre Magi, 243 игр, 57.61%) (Pudge 145 игр, 61.38%) ( Techies, 127иигр 60.63%) (id-245727839)",18-20 лет,26
211,М,28,600,200,1400,6-10 игр (пару дней в неделю стабильно-дота),2,4,3,4,1,2,1,4,1,4,2,1,1,4,5,2,3,4,3,5,3,2,"Timbersaw-152 игры- 54,7%
Axe- 147 игр - 47%",21-29 лет,22
212,М,17,4100,1790,6400,11-20 игр (почти каждый день по несколько игр),5,2,4,5,3,5,2,4,5,1,1,2,2,3,4,4,3,2,5,5,5,3,"Пудж, 511 игр, 58%.  ВК, 299 игр, 59,9%. CФ, 129 игр, 47%.",17 лет или младше,35
213,М,19,1080,1020,1500,6-10 игр (пару дней в неделю стабильно-дота),1,2,2,5,1,2,1,3,3,5,1,1,1,3,5,3,3,4,2,5,2,4,"Medusa 70игр 52.86%, Anti-Mage 68 игр 57.35%, Luna 62 игры 54.84%",18-20 лет,20
214,М,15,1200,1000,450,6-10 игр (пару дней в неделю стабильно-дота),3,3,1,3,4,3,2,4,1,5,2,3,1,5,5,4,3,4,4,3,3,3,"Нага, 26 игр, 69%",17 лет или младше,24
216,Ж,16,1300,1100,1300,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,4,2,1,1,3,1,4,3,1,1,4,4,2,3,3,5,4,1,2,"Пудж, 105 игр, 60%
Ёж, 62 игры, 50%
Акс, 60 игр, 47%",17 лет или младше,15
217,М,17,1500,1150,2000,6-10 игр (пару дней в неделю стабильно-дота),1,2,4,5,2,3,5,4,2,5,5,2,2,2,5,5,2,3,4,2,5,3,"Дровка, 101 игры, 66.4%
Лина 53 игры, 56%
Медуза 40 игр, 77%",17 лет или младше,28
218,Ж,15,1000,880,1500,6-10 игр (пару дней в неделю стабильно-дота),2,1,3,2,1,4,5,5,4,3,4,5,1,2,4,3,2,3,3,3,4,2,"Инвокер, 131 игра 54%, войд спирит 51 игра 50%, ам 39 игр 56%",17 лет или младше,27
219,М,17,2200,2140,2900,6-10 игр (пару дней в неделю стабильно-дота),1,2,2,3,3,1,5,1,2,4,5,1,1,2,3,4,4,5,5,4,3,5,"ВК, 200 игр, 70%;Сларк, 40 игр, 67%;Антимаг, 70 игр, 56%",17 лет или младше,20
220,М,19,1050,840,1728,6-10 игр (пару дней в неделю стабильно-дота),2,3,2,3,3,5,1,3,2,5,3,1,1,4,4,3,2,5,3,5,2,2,"Визаж, 48 игр, 77.1%
Фантомка, 47 игр, 51.1%
Легионка, 46 игр, 69.6%",18-20 лет,24
222,М,24,4300,3500,10000,11-20 игр (почти каждый день по несколько игр),3,3,5,5,3,5,1,5,2,5,3,1,1,5,5,3,3,3,4,5,3,3,"Сложно сказать, так как несколько аккаунтов",21-29 лет,32
224,М,20,800,800,500,11-20 игр (почти каждый день по несколько игр),3,1,4,2,1,4,5,5,1,3,3,1,4,4,2,3,2,4,3,3,4,3,"Квопа, 56 игр, 55.4%. Висп, 42 игры, 54,8%. Грим, 21 игра, 81%",18-20 лет,26
225,М,18,1990,1720,2700,6-10 игр (пару дней в неделю стабильно-дота),2,4,4,4,2,4,5,4,4,5,2,2,1,5,4,3,3,4,5,5,3,3,"СФ, 200 игры, 58%, Инвокер 160 игр, 37%",18-20 лет,33
226,М,17,3500,2500,5719,Больше 30 игр (по много пабликов каждый день),5,5,5,4,3,4,4,5,5,4,2,3,1,5,5,3,4,4,5,5,5,3,"Фантом асасин , урса , сларк на каждом персонаже около 180 игр и 55% побед",17 лет или младше,40
227,М,16,3600,3400,1800,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,5,1,1,2,1,1,5,1,2,1,4,5,3,2,4,4,3,2,1,"qop 188m 50,5% zeus 183m 60,7% wk 83m 55,4%",17 лет или младше,14
229,М,23,3200,2300,3000,1-5 игр (по выходным чисто пару каток),1,1,2,5,1,4,1,5,1,4,1,1,1,3,4,3,4,4,4,5,5,1,"MK, 220, 54%
Grim, 77, 66%
Phoenix, 70 64%",21-29 лет,21
230,М,20,2500,2000,5100,Больше 30 игр (по много пабликов каждый день),2,4,4,4,2,1,4,5,1,5,2,1,1,4,4,3,2,3,4,4,2,3,"windranger (424 игры, 51.18%)
drow ranger (415 игр, 56.63%)
crystal maiden (393 игры, 53.69%)",18-20 лет,27
231,М,14,500,100,365,Больше 30 игр (по много пабликов каждый день),3,4,5,4,5,5,1,3,1,4,1,1,2,5,5,1,1,1,2,3,1,5,Темпларка 7 игр - 28% ; Вайпер - 5 игр - 50% ; Марс 7 игр - 42%,17 лет или младше,31
232,М,18,1900,1400,2000,11-20 игр (почти каждый день по несколько игр),2,2,1,2,1,1,1,3,1,4,5,1,1,3,4,2,1,5,4,2,1,3,"минер 79 игр 53.16%, белка 57 игр 52.63%, земеля 50 игр 56%",18-20 лет,14
233,М,19,3900,3780,6000,6-10 игр (пару дней в неделю стабильно-дота),2,3,1,4,2,2,5,5,2,4,2,2,1,5,5,3,2,4,3,5,3,2,"Клинкз, 106 игр, 64%.   Пудж, 59 игр, 42%.   Сларк, 58 игр, 56%",18-20 лет,26
234,М,28,3500,3000,2000,20-30 игр (каждый день по несколько игр),3,4,3,4,2,2,5,3,4,5,2,2,1,3,5,4,3,5,4,5,4,2,"Сларк,войд,джагер",21-29 лет,30
236,М,26,4690,4130,9,6-10 игр (пару дней в неделю стабильно-дота),3,3,3,4,2,3,3,4,4,4,2,2,3,4,5,5,3,4,5,4,4,3,феникс (400) 57% бист(300)63% скорп(110) 54,21-29 лет,29
238,М,18,2500,2100,2000,6-10 игр (пару дней в неделю стабильно-дота),2,2,1,4,2,1,3,2,3,3,2,1,3,1,4,3,2,2,3,5,4,3,"Weaver, Матчи 139 , % Побед 54.68%
Nyx Assassin, Матчи 57, % Побед 57.89%
Rubick, Матчи 51, % Побед 49.02%",18-20 лет,20
239,М,21,1700,1000,1000,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,4,2,3,2,2,5,2,4,1,2,1,4,4,1,5,1,5,5,1,"Grimstroke 60 игр ~50%
Enchantress 50 игр 47%
Rubick 50 игр 56%",21-29 лет,21
240,М,20,2500,2300,2500,1-5 игр (по выходным чисто пару каток),1,3,1,5,1,1,5,2,1,5,1,1,1,4,5,5,5,5,5,1,5,5,"Кристалка, 880 игр, 56%, Лина, 96 игр, 60%, Венга, 55 игр, 54%.",18-20 лет,20
241,М,16,3500,3500,6700,Больше 30 игр (по много пабликов каждый день),2,4,4,2,1,5,1,2,3,2,5,1,2,4,3,3,2,3,2,1,2,1,"Тинкер, 508 игр, 64%; Пудж, 490 игр, 53%; Шейкер, 431 игра, 55%",17 лет или младше,24
242,М,13,2300,2300,1600,20-30 игр (каждый день по несколько игр),1,3,1,5,3,2,2,1,1,5,1,1,1,5,2,1,1,5,2,2,1,1,"Pudge, 102 игры, 52%; Slark, 56 игр, 53%; Faceless Void, 37 игр, 60%.",17 лет или младше,19
245,М,19,860,830,165,6-10 игр (пару дней в неделю стабильно-дота),1,1,2,5,1,3,2,3,3,5,5,1,1,5,5,3,3,4,3,2,3,3,"Пудж, 30 игр, 56.67%; Даунбрейкер, 27 игр, 51.85%; Рики, 23 игры, 47.83%.",18-20 лет,21
246,М,15,1950,1750,840,20-30 игр (каждый день по несколько игр),1,1,1,5,1,1,1,1,5,5,1,1,1,5,5,1,1,1,1,3,1,1,WK 300 игр 66% Gyro 35 igr 55 % Tiny 35 igr 61%,17 лет или младше,17
247,М,18,670,640,370,11-20 игр (почти каждый день по несколько игр),1,2,4,5,4,3,2,4,3,5,2,1,1,5,5,4,2,3,2,3,1,3,"Chaos Knight, 33 игры, 54.5%
Troll Warlord, 27 игр, 81.5%
Phantom Assassin, 24 игры, 45.8%",18-20 лет,28
248,М,16,1800,1300,2160,6-10 игр (пару дней в неделю стабильно-дота),2,3,3,1,1,4,1,2,2,3,5,2,2,3,3,2,3,4,4,5,4,4,"Текис 181 игра 62%, пак 90 игр 56%, Фантомка 40 игр 74%",17 лет или младше,19
